Sex,Length,Diameter,Height,Weight
0,1.325,1.025,0.3125,21.8007655
1,1.7375,1.4,0.55,51.992983
1,1.55,1.35,0.4125,32.2900805
1,1.1625,0.875,0.3125,13.664459
0,1.525,1.1875,0.3875,33.112216
0,1.4375,1.1375,0.4125,24.5790165
0,1.4875,1.15,0.35,24.153774
1,1.1,0.85,0.2625,10.319218
1,1.6375,1.3,0.4375,41.730464
1,1.375,1.0375,0.3375,21.9708625
0,1.4625,1.15,0.375,34.189497
1,1.325,1.0375,0.4,22.1976585
1,1.35,1.05,0.35,22.77882325
0,1.475,1.15,0.3625,26.3366855
0,1.375,0.9625,0.325,20.62426125
0,1.475,1.1875,0.35,27.6974615
0,1.625,1.3125,0.475,38.79629075
1,1.5125,1.175,0.4125,33.38153625
1,1.7375,1.3375,0.5,44.94813225
1,1.45,1.1375,0.4125,32.21920675
1,1.5875,1.2125,0.4125,36.69842775
0,1.2125,0.925,0.3875,27.442316
0,1.525,1.2,0.425,32.2333815
0,1.5125,1.225,0.35,27.65493725
0,1.225,1.05,0.3125,17.2648455
1,1.225,1.0,0.2875,16.1308655
0,1.3875,1.0625,0.375,24.7491135
1,1.3,0.9875,0.45,18.14368
1,1.2,0.95,0.3375,14.3731965
0,1.45,1.1125,0.375,27.00289875
1,1.6125,1.25,0.425,33.57998275
0,1.5125,1.175,0.45,31.62386725
0,0.9,0.7375,0.325,7.83863675
1,1.3375,1.0875,0.4,22.97726975
1,1.4625,1.1375,0.425,28.19357775
0,1.65,1.325,0.4875,43.95589975
1,1.3875,1.0125,0.3,25.8830935
1,1.6,1.3125,0.4375,39.179009
1,1.4125,1.125,0.4625,26.32251075
0,1.7125,1.275,0.45,41.23434775
1,1.5625,1.25,0.4,34.5013415
0,0.85,0.6875,0.225,5.85417175
0,1.3875,1.0875,0.3625,26.09571475
1,1.6375,1.1375,0.425,36.55668025
1,1.4625,1.2125,0.375,30.5891105
1,1.075,0.8375,0.3,12.587178
1,1.5125,1.1875,0.3625,28.87396575
1,1.5,1.1875,0.375,28.56212125
1,1.3,1.025,0.2875,22.8780465
1,0.925,0.6875,0.2125,6.81805475
0,1.4,1.1,0.325,23.40251225
0,1.575,1.2875,0.4125,38.328524
0,1.575,1.1625,0.375,29.1149365
1,1.75,1.4375,0.5125,50.2636635
0,1.8125,1.4125,0.5375,53.6089045
1,1.5625,1.225,0.3875,31.6096925
1,1.3125,1.0625,0.3625,22.66542525
1,1.525,1.225,0.425,33.38153625
1,1.3125,1.025,0.3375,22.41027975
0,1.4125,1.1625,0.4375,28.2077525
1,1.375,1.075,0.3125,26.1665885
0,1.6,1.2625,0.4125,40.92250325
1,1.625,1.2375,0.3875,37.9032815
0,1.125,0.8625,0.2625,11.66581925
0,1.475,1.175,0.4,34.189497
0,1.1125,0.85,0.3,12.68640125
1,1.575,1.25,0.4375,31.48211975
0,1.625,1.2375,0.4,36.967748
1,1.4375,1.125,0.4,30.277266
1,1.3125,1.075,0.4125,20.3265915
1,1.2,1.0125,0.325,18.07280625
0,1.325,1.0625,0.325,21.13455225
1,1.1375,0.875,0.3125,12.71475075
1,1.5875,1.2125,0.4125,35.98969025
1,1.1625,0.875,0.3375,17.76096175
0,1.575,1.2375,0.4,30.9860035
0,1.6125,1.275,0.4,33.55163325
1,1.3125,1.0,0.325,19.83047525
0,1.125,0.8,0.25,10.8011595
0,1.4625,1.175,0.4125,39.9444455
1,1.4625,1.1875,0.4625,24.30969625
0,1.2375,0.9375,0.2875,17.70426275
1,1.1375,0.9125,0.275,10.9145575
0,1.7375,1.3125,0.4375,49.384829
1,1.7625,1.3375,0.55,52.900167
1,1.1625,0.9375,0.3375,17.0097
0,1.425,1.2,0.45,26.63435525
0,1.75,1.5,0.575,56.7840485
1,1.775,1.25,0.375,37.32211675
1,1.4375,1.0875,0.3875,25.44367625
1,1.45,1.15,0.4375,33.0271675
0,0.925,0.7,0.25,7.144074
0,0.85,0.6625,0.2125,5.20213325
1,1.1875,0.875,0.2875,12.813974
1,1.175,0.9,0.275,14.07552675
0,1.6625,1.25,0.4375,36.78347625
0,1.725,1.2875,0.45,52.29065275
0,1.6,1.2625,0.3875,39.76017375
0,1.425,1.0875,0.3625,25.67047225
1,1.6,1.25,0.4375,39.519203
0,1.6625,1.2625,0.4,36.5425055
0,1.675,1.25,0.5,35.9755155
1,1.425,1.1,0.475,28.859791
0,1.3625,1.1,0.4125,21.092028
0,1.1375,0.9125,0.2375,14.571643
0,1.8,1.375,0.5125,60.2426875
0,1.5375,1.2625,0.4125,37.98833
0,1.4,1.125,0.3625,26.52095725
1,1.7,1.25,0.4625,49.3564795
1,1.3875,1.05,0.275,26.3933845
0,1.75,1.4125,0.4375,52.63084675
1,1.3,1.025,0.425,24.67823975
1,1.175,0.9,0.325,13.380964
0,1.7125,1.3,0.4125,43.0628905
0,1.4625,1.275,0.4,34.529691
1,1.5,1.175,0.425,30.63163475
1,1.5625,1.2125,0.4125,34.74231225
1,1.5375,1.225,0.475,32.16250775
0,1.65,1.3125,0.5,42.2124055
1,1.675,1.375,0.3875,44.395317
1,1.2625,1.0625,0.35,24.097075
1,1.525,1.2125,0.4125,30.94347925
0,1.175,0.975,0.375,18.01610725
0,1.5,1.1625,0.4125,29.69610125
1,1.1625,0.975,0.275,18.01610725
0,1.4,1.05,0.4875,22.92057075
0,1.375,1.05,0.4,38.00250475
1,1.3125,1.1,0.375,23.88445375
1,1.575,1.2625,0.4875,37.024447
1,1.0,0.8,0.275,10.0073735
0,1.5625,1.25,0.45,38.85298975
0,1.35,1.025,0.3625,28.0376555
1,1.5875,1.275,0.4625,36.457457
0,1.3,0.9875,0.3125,16.48523425
0,1.575,1.225,0.375,33.89182725
0,1.125,0.875,0.325,13.19669225
0,1.475,1.1125,0.35,26.3933845
0,1.55,1.2,0.3875,35.59279725
0,1.1125,0.8625,0.35,13.494362
1,1.4,1.1,0.3875,18.15785475
0,1.8,1.4125,0.5,59.68987225
0,1.3375,1.05,0.4,20.41164
1,1.4,1.1375,0.3125,26.7335785
0,1.5875,1.2375,0.425,38.82464025
0,1.575,1.2125,0.4375,36.85435
1,1.6375,1.275,0.4,30.957654
0,1.15,0.8625,0.3,13.99047825
0,1.2875,0.975,0.3,17.36406875
1,1.4,1.0875,0.3125,24.87668625
0,1.175,0.9375,0.3,15.77649675
0,1.4,1.125,0.35,25.51455
0,1.2,0.95,0.3375,14.968536
1,1.425,1.0875,0.35,22.92057075
0,1.3875,1.025,0.3125,16.9813505
0,1.625,1.275,0.4375,40.993377
0,1.375,1.075,0.375,24.79163775
0,1.6875,1.3125,0.4625,44.9906565
0,1.6875,1.3,0.3625,38.68289275
1,1.5,1.125,0.35,24.6357155
1,1.5125,1.1625,0.3875,31.18445
1,1.425,1.1625,0.45,28.33532525
1,1.4125,1.1375,0.325,29.993771
1,1.15,0.9,0.2875,13.48018725
1,1.7625,1.325,0.425,44.338618
1,1.4625,1.125,0.375,26.591831
1,1.5,1.125,0.35,23.7285315
0,1.625,1.2625,0.475,36.117263
0,1.65,1.275,0.45,35.7487195
1,1.45,1.1625,0.4125,31.22697425
0,1.6125,1.3,0.4375,44.2535695
0,1.2875,0.925,0.2875,17.42076775
0,1.65,1.2625,0.5,46.22385975
0,1.55,1.2125,0.4125,32.10580875
0,1.8125,1.375,0.5,42.807745
1,1.3375,1.1125,0.3125,24.73493875
1,1.425,1.2375,0.4,30.94347925
1,1.5625,1.225,0.4375,34.9549335
1,1.5375,1.175,0.3875,30.730858
0,0.95,0.75,0.25,7.10154975
1,1.2625,0.975,0.325,19.107563
1,1.6375,1.3625,0.4125,45.99706375
0,1.45,1.075,0.3125,25.84056925
0,1.5,1.125,0.4,32.375129
1,1.3,1.0125,0.2875,21.999212
0,1.4875,1.1875,0.425,31.08522675
0,1.7,1.325,0.5125,42.410852
1,1.525,1.15,0.3875,27.1304715
0,0.925,0.7,0.2625,6.350288
1,0.9625,0.7875,0.275,8.107957
0,1.4,1.0625,0.3375,24.0687255
0,1.4,1.1375,0.3875,22.5945515
0,1.65,1.2625,0.475,40.78075575
0,1.425,1.0125,0.4,26.20911275
1,1.6875,1.35,0.525,45.1607535
1,1.2875,0.9375,0.275,17.19397175
1,1.6375,1.3,0.5,43.87085125
0,1.5625,1.175,0.45,32.205032
0,1.5625,1.2,0.3625,30.7592075
0,1.2875,0.975,0.3875,20.19901875
1,1.575,1.2125,0.425,37.43551475
0,1.1375,0.8625,0.375,16.42853525
1,1.525,1.2125,0.525,38.11590275
1,1.55,1.275,0.5125,38.20095125
1,1.475,1.1625,0.425,29.55435375
0,1.3375,1.05,0.3125,21.659018
1,1.525,1.125,0.325,24.73493875
1,1.0375,0.7625,0.325,9.07184
1,1.725,1.3375,0.4625,51.766187
0,1.3625,1.0625,0.3375,23.94115275
0,1.6125,1.275,0.4125,39.7743485
0,1.45,1.1625,0.375,25.69882175
1,1.1625,0.875,0.2875,11.9351395
0,1.525,1.2,0.35,29.2283345
0,1.5375,1.175,0.4,28.84561625
1,1.6625,1.35,0.4875,50.008518
0,1.425,1.1,0.3875,31.638042
0,1.4375,1.125,0.3875,26.875326
0,1.5375,1.175,0.3625,29.15746075
0,1.25,0.975,0.3625,18.4555245
1,1.625,1.3,0.4875,36.3157095
0,1.6125,1.2375,0.475,43.6298805
1,1.7125,1.3375,0.4375,44.91978275
0,0.9375,0.7625,0.225,9.19941275
1,1.35,1.0375,0.4375,25.44367625
0,1.4125,1.0625,0.25,20.25571775
0,1.475,1.0875,0.4125,27.68328675
0,1.7125,1.3,0.375,38.0733785
1,1.8,1.4125,0.45,48.7327905
1,1.475,1.1375,0.4375,27.385617
0,1.6125,1.25,0.4375,42.82191975
1,1.325,1.0625,0.425,26.9036755
1,1.525,1.2125,0.425,31.19862475
1,1.25,0.9875,0.35,20.28406725
1,1.675,1.35,0.5,41.39027
0,1.5875,1.3125,0.4625,39.87357175
0,1.45,1.175,0.4125,26.2799865
1,1.0625,0.8125,0.3375,10.829509
1,1.15,0.8875,0.325,12.984071
1,1.175,0.8875,0.35,12.2753335
0,1.2125,0.9,0.325,15.35125425
1,1.525,1.15,0.3625,31.70891575
0,1.2375,0.9875,0.3375,17.95940825
0,1.575,1.25,0.4375,35.84794275
1,1.675,1.35,0.4875,45.8978405
0,1.3,1.0,0.2625,24.720764
1,1.2125,0.9375,0.3375,15.762322
0,1.5125,1.1875,0.45,26.54930675
1,1.5625,1.2,0.425,38.34269875
1,1.55,1.25,0.375,36.6559035
0,1.375,1.125,0.425,22.963095
0,1.575,1.2875,0.4,28.803092
1,1.7,1.425,0.5125,52.219779
0,0.8875,0.725,0.225,9.28446125
1,1.5625,1.2875,0.375,35.19590425
0,1.3,1.1625,0.375,26.94619975
1,1.2875,1.0,0.2875,16.386011
0,1.325,1.0125,0.375,23.57260925
0,1.4,1.1125,0.4,25.41532675
0,1.4125,1.1,0.4375,31.808139
1,1.5625,1.25,0.375,27.0170735
0,1.2625,0.9875,0.3125,18.0019325
1,1.425,1.0875,0.375,23.51591025
1,1.6125,1.225,0.4,33.06969175
1,1.3875,1.05,0.35,24.607366
1,1.6625,1.3875,0.4875,40.78075575
0,1.5,1.2375,0.4875,29.97959625
1,0.9,0.675,0.225,5.34388075
0,1.45,1.1625,0.4,29.32755775
0,1.2,0.925,0.25,14.55746825
1,0.925,0.6875,0.2,6.4353365
1,1.1,0.875,0.3125,11.43902325
1,1.6125,1.2625,0.4125,40.61065875
0,1.3,1.0875,0.4875,27.5840635
1,1.5,1.25,0.425,32.034935
1,1.4375,1.2,0.375,24.79163775
0,1.4,1.0375,0.325,21.58814425
1,1.2375,0.925,0.3,16.839603
0,1.3125,1.0375,0.4,18.27125275
1,1.2875,1.0375,0.325,21.659018
1,1.5625,1.2625,0.4375,32.601925
1,1.55,1.2375,0.425,30.107169
1,1.375,1.125,0.3625,21.0069795
1,1.4875,1.2125,0.3625,35.47939925
0,1.45,1.1,0.4375,34.74231225
1,1.7,1.4,0.4875,47.173568
0,1.7375,1.4,0.4625,49.32813
0,1.45,1.15,0.4,30.1355185
1,1.075,0.875,0.225,11.2547515
1,1.275,0.925,0.525,33.5374585
0,1.5625,1.25,0.4625,35.22425375
0,1.5625,1.2375,0.4625,39.22153325
1,1.6125,1.3,0.425,33.9343515
1,1.2,0.9625,0.3375,15.195332
0,1.4875,1.175,0.3875,34.06192425
0,1.575,1.2125,0.45,35.25260325
1,1.5,1.1875,0.375,32.034935
1,1.6875,1.275,0.4625,41.7588135
0,1.2875,1.0,0.35,17.95940825
1,1.45,1.1375,0.3875,23.71435675
0,1.4875,1.175,0.4125,31.411246
1,1.25,0.95,0.3875,18.5689225
0,1.1375,0.8875,0.325,14.5999925
1,1.1375,0.9375,0.3125,12.984071
0,1.775,1.4375,0.5375,56.9541455
0,1.375,1.0625,0.375,23.57260925
0,1.575,1.25,0.4625,38.612019
1,1.6,1.2125,0.3625,32.13415825
1,1.1125,0.8875,0.375,13.7495075
1,1.1,0.8625,0.2625,12.14776075
1,1.4,1.125,0.4,29.01571325
0,1.4375,1.0,0.3875,26.43590875
0,1.15,0.875,0.3125,14.64251675
1,1.575,1.1875,0.4375,40.3413385
1,1.5625,1.2375,0.4125,35.777069
0,1.5,1.1875,0.375,30.8726055
0,1.0625,0.875,0.2625,11.1413535
1,1.0875,0.875,0.3,12.99824575
1,1.6375,1.2625,0.4125,38.7537665
1,1.275,0.975,0.2625,17.349894
1,1.5375,1.25,0.5125,31.34037225
0,1.3125,1.0,0.35,20.76600875
1,1.4125,1.1,0.3875,26.63435525
1,1.4,1.0625,0.3125,26.421734
0,1.475,1.0125,0.375,24.1821235
1,1.2625,0.975,0.3125,15.43630275
0,1.5375,1.1875,0.4375,34.699788
1,1.5625,1.2875,0.45,38.22930075
0,1.3625,1.15,0.4,25.44367625
0,1.5,1.2,0.4375,34.8415355
0,1.55,1.2,0.4125,30.40483875
1,1.5875,1.3375,0.475,35.210079
1,1.4125,1.125,0.4125,25.1460065
1,1.025,0.8,0.2875,10.9712565
1,1.6125,1.3125,0.425,38.838815
0,1.5375,1.3125,0.3875,32.24755625
0,1.2625,0.9625,0.325,18.24290325
1,1.65,1.3,0.45,42.921143
1,1.675,1.325,0.5625,44.26774425
0,1.6,1.25,0.425,41.23434775
0,0.9,0.675,0.25,6.1518415
0,1.25,0.975,0.3125,14.78426425
1,1.6875,1.375,0.45,47.86813075
0,1.55,1.2125,0.3875,29.18581025
1,1.5,1.1875,0.3375,40.83745475
1,1.6125,1.2125,0.375,32.6302745
0,1.4875,1.2,0.35,25.86891875
0,1.5625,1.2375,0.45,30.65998425
1,1.0375,0.85,0.325,10.41844125
1,1.425,1.15,0.425,31.18445
1,1.45,1.15,0.3375,26.251637
1,1.3125,1.1,0.3125,20.17066925
0,1.3375,1.0875,0.375,20.3265915
1,1.85,1.5,0.4875,55.961913
0,1.1625,0.9375,0.275,14.17475
1,1.65,1.325,0.425,40.5681345
1,1.3625,1.1,0.4375,21.95668775
1,1.675,1.3,0.4875,51.21337175
1,1.275,1.0,0.3125,15.4504775
0,1.375,1.0875,0.275,22.849697
0,1.625,1.25,0.3875,34.076099
0,1.175,0.9125,0.3375,14.798439
0,1.2875,0.9875,0.3375,28.5479465
0,1.3625,1.1,0.35,23.79940525
0,1.5625,1.2625,0.5375,40.97920225
1,1.5875,1.2875,0.475,38.88133925
0,1.4375,1.1,0.3625,24.664065
0,1.2875,1.0125,0.3625,19.7029025
0,1.475,1.15,0.325,31.241149
1,1.6,1.1875,0.4375,32.72949775
0,1.5875,1.225,0.4375,38.9805625
0,1.1,0.875,0.35,12.7856245
1,1.425,1.125,0.425,31.127751
0,1.475,1.175,0.375,24.4089195
1,1.4875,1.1,0.3375,27.328918
0,1.6125,1.25,0.45,41.4186195
0,1.6375,1.3,0.45,42.297454
1,1.4375,1.0625,0.375,24.84833675
0,1.625,1.2875,0.4625,38.96638775
0,1.55,1.15,0.4,26.94619975
0,1.0375,0.8,0.25,8.51902475
1,1.175,0.9125,0.2625,11.92096475
1,1.7625,1.3875,0.5,41.63124075
0,1.4375,1.1625,0.3,29.86619825
0,1.1375,0.875,0.2625,11.793392
0,1.4125,1.1375,0.425,25.69882175
0,1.3,0.9625,0.35,18.69649525
0,0.925,0.7,0.2625,6.633783
1,1.25,1.0125,0.375,16.91047675
1,1.6875,1.275,0.4875,39.179009
0,1.5,1.1875,0.4375,38.11590275
1,1.1625,0.975,0.35,15.74814725
1,1.325,1.0625,0.375,24.08290025
1,1.0375,0.8125,0.2625,10.77281
1,1.4375,1.1625,0.4875,28.25027675
1,1.4875,1.2,0.4,34.28872025
0,1.5,1.1875,0.475,30.83008125
0,1.225,0.95,0.35,21.55979475
1,1.45,1.125,0.375,26.08154
1,1.425,1.15,0.3375,27.76833525
0,1.4875,1.1375,0.3625,26.705229
0,1.45,1.15,0.325,26.1098895
1,1.75,1.4375,0.5125,50.95822625
1,1.175,0.9125,0.3,15.3937785
1,1.6125,1.25,0.5625,46.096287
0,1.4875,1.15,0.425,32.02076025
0,1.1625,0.9,0.325,14.92601175
0,1.8875,1.45,0.5125,56.88327175
0,1.575,1.2625,0.375,37.32211675
1,1.55,1.2,0.4125,29.5685285
1,1.5,1.15,0.3875,27.59823825
0,1.4125,1.0375,0.3125,18.9091165
0,0.9875,0.7375,0.2875,8.958442
1,1.4375,1.125,0.25,26.40755925
0,1.4375,1.1375,0.4625,32.772022
0,1.175,0.925,0.2625,13.22504175
1,1.0375,0.7625,0.2625,10.21999475
0,1.1,0.875,0.275,12.99824575
1,1.55,1.2625,0.4,38.90968875
0,1.1875,0.9,0.35,14.55746825
1,1.5625,1.2125,0.3375,36.92522375
1,1.8875,1.4375,0.5,58.7685135
0,1.15,0.8875,0.35,13.9196045
1,1.5625,1.2125,0.475,33.29648775
1,0.975,0.75,0.25,7.5126175
0,1.2875,0.95,0.3375,18.75319425
1,1.175,0.8875,0.25,13.48018725
1,1.825,1.3875,0.45,47.89648025
1,1.4375,1.15,0.4625,31.014353
1,1.7625,1.3625,0.45,43.64405525
1,1.45,1.125,0.3625,32.2333815
0,1.3625,1.0375,0.35,23.24659
1,1.5375,1.1875,0.425,31.25532375
0,0.925,0.7,0.2375,6.30776375
1,1.225,0.95,0.3625,19.06503875
0,1.5375,1.1875,0.425,33.52328375
1,1.675,1.2875,0.425,40.44056175
0,1.2125,0.9125,0.3875,29.1716355
1,1.4875,1.175,0.4125,28.78891725
1,1.3,1.075,0.375,20.638436
1,1.5375,1.1875,0.3875,29.1149365
1,1.4625,1.0875,0.4375,27.839209
0,1.0625,0.8375,0.25,11.58077075
1,1.425,1.125,0.375,27.34309275
1,1.6,1.2,0.3625,31.59551775
0,1.65,1.325,0.425,39.41997975
1,1.55,1.25,0.4375,33.622507
1,1.3875,1.1,0.35,23.983677
0,1.3,1.025,0.2875,21.829115
0,1.2375,0.9375,0.3875,27.669112
0,1.3875,1.0,0.325,20.05727125
0,1.0375,0.7875,0.3,11.38232425
0,1.3125,1.0375,0.3375,22.52367775
1,1.6375,1.3125,0.4375,38.215126
0,1.7,1.35,0.3875,43.488133
0,1.25,1.0,0.325,18.83824275
1,1.4875,1.1875,0.4125,32.545226
1,1.3625,1.075,0.4125,22.736299
1,1.425,1.1625,0.3875,24.720764
0,1.4375,1.15,0.3875,25.287754
0,1.375,1.075,0.45,23.43086175
1,1.45,1.1375,0.425,25.72717125
0,1.5125,1.225,0.3625,36.85435
0,1.3875,1.1,0.35,24.67823975
0,1.375,1.0125,0.375,26.18076325
0,1.675,1.3375,0.475,47.3153155
0,1.575,1.2,0.3625,28.67551925
1,1.8,1.4375,0.425,54.81375825
1,1.65,1.25,0.4375,37.63396125
1,1.425,1.1,0.3,22.7646485
1,1.2125,1.0,0.3875,20.7234845
1,1.3375,1.0,0.375,34.699788
1,1.25,0.925,0.3375,12.757275
1,1.6625,1.25,0.375,35.36600125
0,1.4,1.075,0.3875,24.59319125
0,1.4,1.1,0.4,24.50814275
0,1.6375,1.35,0.5375,52.276478
0,0.9875,0.7625,0.2625,7.994559
1,1.15,0.8875,0.325,14.6566915
0,1.4375,1.175,0.375,27.73998575
1,1.5125,1.1375,0.3625,24.437269
0,1.7,1.2875,0.4,34.99745775
1,1.4625,1.175,0.425,31.1561005
1,1.5,1.175,0.3375,27.499015
0,1.8375,1.475,0.5375,49.5265765
0,1.35,1.0125,0.3125,25.2594045
0,1.1875,0.8875,0.3125,13.11164375
0,1.575,1.2,0.375,36.0322145
1,1.75,1.3625,0.325,44.111822
1,1.5125,1.2375,0.475,40.7382315
1,1.75,1.4,0.4375,47.07434475
1,1.775,1.375,0.425,45.756093
0,1.5125,1.175,0.4125,34.91240925
1,1.125,0.8375,0.2625,12.0485375
0,1.6875,1.2625,0.4,43.431434
0,1.65,1.2875,0.4875,44.38114225
1,1.3,1.025,0.3875,20.6100865
0,1.3625,1.025,0.3625,24.7491135
1,1.2875,1.075,0.35,23.643483
0,1.5,1.1875,0.4,32.998818
0,1.1375,0.875,0.3,13.70698325
0,1.475,1.1625,0.4125,31.6096925
1,1.25,1.0125,0.35,19.09338825
1,1.6,1.2875,0.5125,43.47395825
0,1.4,1.1,0.4,31.51046925
1,1.475,1.2125,0.5125,34.91240925
0,1.5625,1.225,0.4125,34.1611475
1,1.5125,1.15,0.425,31.808139
0,1.725,1.375,0.5,52.34735175
1,1.6125,1.275,0.4,35.19590425
1,1.6125,1.2,0.425,32.16250775
1,1.8,1.4875,0.5625,55.8201655
1,1.4875,1.15,0.4,26.1098895
1,1.0125,0.8125,0.275,10.07824725
0,1.4625,1.1625,0.3875,25.92561775
0,1.0375,0.7875,0.2875,11.04213025
0,0.9125,0.7125,0.2125,6.25106475
1,1.7375,1.4,0.4625,50.22113925
0,1.0,0.775,0.275,8.901743
0,1.5,1.1875,0.5125,33.339012
1,1.4875,1.25,0.45,29.8520235
1,1.5625,1.2,0.5,37.52056325
0,1.5375,1.175,0.4125,31.978236
0,1.0125,0.7625,0.3,9.02931575
0,1.025,0.775,0.3125,10.19164525
1,1.45,1.1625,0.3625,27.9667818
1,1.5,1.15,0.375,35.0116325
0,1.1625,0.9,0.2625,13.834556
0,1.575,1.225,0.3875,35.50774875
1,1.4875,1.1375,0.3875,30.06464475
1,1.475,1.1,0.35,28.5479465
1,1.5,1.1625,0.4125,25.16018125
0,0.95,0.725,0.3,8.0229085
0,0.8875,0.6625,0.225,4.762716
1,1.2875,1.0125,0.3,18.313777
0,1.5125,1.1875,0.375,32.601925
0,1.475,1.2125,0.3,25.8263945
0,1.4125,1.1,0.3875,24.607366
1,1.1875,0.9375,0.35,14.2030995
0,1.1,0.8375,0.275,11.169703
1,1.6875,1.3125,0.425,48.5059945
1,1.6625,1.3125,0.45,44.74968575
1,0.925,0.7375,0.25,7.61184075
1,1.6125,1.25,0.5,40.49726075
1,1.5375,1.2375,0.4125,33.962701
1,1.475,1.1875,0.3875,27.54153925
1,1.5625,1.3125,0.5375,44.69298675
1,1.425,1.0625,0.325,22.169309
0,1.55,1.25,0.5,34.6147395
1,1.175,0.875,0.3625,14.67086625
1,1.225,1.0,0.3625,18.80989325
0,1.45,1.125,0.3875,23.45921125
0,1.75,1.4125,0.45,49.6399745
0,0.9,0.7375,0.25,5.96756975
0,1.5125,1.175,0.2875,31.581343
0,1.225,0.9625,0.3125,18.3988255
0,1.625,1.3125,0.4625,38.14425225
0,1.575,1.2625,0.3875,31.3261975
1,1.5375,1.3125,0.3875,29.44095575
0,1.4625,1.1375,0.5625,29.9087225
0,1.5875,1.275,0.425,38.42774725
0,1.25,0.9625,0.3375,15.6205745
0,1.1375,0.8625,0.3125,12.47378
1,1.325,1.075,0.375,21.0069795
1,1.625,1.275,0.4375,38.271825
0,1.1375,0.8875,0.3375,13.45183775
0,1.4625,1.125,0.375,28.2644515
0,1.4875,1.25,0.4125,30.05047
1,1.55,1.225,0.4,29.937072
0,1.025,0.75,0.25,8.5331995
0,0.875,0.6625,0.275,8.40562675
1,1.7,1.4,0.4875,50.39123625
1,1.5375,1.3,0.375,38.08755325
0,1.5125,1.2,0.425,33.55163325
0,1.7,1.325,0.45,43.3463855
0,1.425,1.05,0.3875,28.576296
1,1.25,1.1,0.3875,21.035329
1,1.5125,1.2125,0.4,29.95124675
1,1.6,1.25,0.4125,32.98464325
0,1.5625,1.225,0.3,24.84833675
0,0.9375,0.725,0.25,7.824462
0,1.45,1.1,0.375,29.66775175
1,1.5125,1.225,0.375,32.16250775
0,1.4625,1.1375,0.3625,27.0170735
1,1.3625,1.0375,0.375,20.79435825
0,1.2125,0.9625,0.2625,15.762322
0,0.9625,0.75,0.2875,9.73805325
0,1.2,0.925,0.3375,17.90270925
0,1.35,1.0875,0.45,28.236102
1,1.15,0.875,0.2875,13.04077
0,1.65,1.2625,0.4125,38.952213
1,1.2125,0.9125,0.35,17.56251525
1,1.55,1.2,0.45,34.62891425
0,1.6625,1.3375,0.4875,45.529297
