Sex,Length,Diameter,Height,SWeight
1,1.5875,1.225,0.425,15.26620575
0,1.275,1.025,0.3625,10.95708175
1,1.5875,1.2125,0.475,17.973583
1,1.0375,0.85,0.325,4.139027
0,1.7,1.3375,0.4625,20.53921275
1,1.6375,1.2625,0.475,16.82542825
0,1.5625,1.25,0.425,13.16834275
0,1.525,1.1875,0.3875,15.705623
1,1.225,0.95,0.325,6.4920355
1,1.5,1.125,0.35,10.489315
1,1.6,1.275,0.5,17.293195
0,1.375,1.0125,0.35,6.917278
0,1.6125,1.2875,0.4,14.344847
1,1.725,1.3875,0.5125,22.07008575
0,1.65,1.2875,0.5,21.2337755
0,1.425,1.05,0.35,11.793392
0,1.4,1.125,0.35,13.380964
0,1.575,1.2875,0.3875,11.63746975
1,1.325,0.9625,0.3125,8.1930055
0,1.65,1.2875,0.3875,20.00057225
0,1.625,1.3125,0.4625,18.8524175
1,1.125,0.9125,0.2875,9.015141
0,1.525,1.25,0.4125,13.93377925
1,1.5875,1.2125,0.4125,18.937466
1,1.55,1.275,0.5125,13.53688625
1,0.925,0.725,0.2875,3.1467945
0,1.4375,1.0875,0.375,8.3064035
1,1.3125,1.1,0.375,10.44679075
1,1.2625,0.95,0.3625,8.32057825
0,1.6125,1.2625,0.4625,16.782904
0,1.325,1.0625,0.3875,8.7032965
1,1.6875,1.375,0.475,20.14231975
0,1.75,1.5,0.575,22.97726975
0,1.4375,1,0.3875,10.21999475
1,1.15,0.9125,0.3125,5.839997
1,1.2125,0.9375,0.3375,5.45727875
1,1.4125,1.15,0.375,9.79475225
0,1.4625,1.125,0.375,12.23280925
1,1.225,0.925,0.35,6.8889285
1,1.3875,1.0125,0.3,12.99824575
0,1.2875,1.05,0.35,7.10154975
1,1.075,0.8125,0.2875,4.18155125
1,1.5375,1.1875,0.3875,12.6722265
1,1.5625,1.25,0.4,16.23008875
1,1.1,0.825,0.2875,4.0539785
0,1.3875,1.075,0.4125,7.75358825
0,1.475,1.15,0.3875,9.2702865
0,1.5125,1.175,0.2875,11.12717875
0,1.3875,1.1125,0.325,11.97766375
1,1.4,1.1375,0.475,8.0229085
1,1.6,1.3,0.4375,12.03436275
0,1.4375,1.0625,0.35,11.1413535
1,1.7,1.2875,0.4375,14.52911875
0,1,0.725,0.2875,3.16096925
0,0.875,0.6625,0.225,2.82077525
1,1.35,1.1,0.4,11.0846545
0,1.625,1.3125,0.4625,18.83824275
0,1.4,1.0375,0.3625,12.190285
1,1.7,1.275,0.5,20.241543
1,1.6125,1.275,0.4,16.48523425
1,1.5375,1.2375,0.4,16.48523425
1,1.3125,1.025,0.3375,11.52407175
0,1.5,1.15,0.45,11.9918385
0,1.7375,1.325,0.525,18.824068
1,1.45,1.25,0.4125,10.489315
0,1.7,1.35,0.475,20.31241675
1,1.3,1.025,0.4,8.06543275
1,1.35,1.0625,0.4,10.41844125
0,1.175,0.9375,0.2875,4.77689075
1,1.425,1.125,0.375,15.0535845
0,1.725,1.375,0.45,18.86659225
0,1.5,1.125,0.4875,17.4916415
1,1.25,1.1,0.3875,5.74077375
1,1.7375,1.4,0.55,23.96950225
0,1.325,1.0625,0.325,8.49067525
0,1.6,1.2125,0.375,14.72756525
0,1.2375,0.975,0.375,9.31281075
0,1.4875,1.125,0.3625,13.1258185
0,1.4,1.0625,0.3375,14.4298955
0,1.85,1.3375,0.4625,20.808533
0,1.45,1.175,0.4125,11.15552825
1,1.225,0.95,0.3125,6.9456275
0,1.6125,1.3,0.4375,20.0997955
1,1.6875,1.375,0.45,15.932419
0,1.225,0.95,0.3375,6.16601625
0,1.45,1.1,0.375,14.685041
0,1.7375,1.3125,0.4375,19.731252
0,1.5,1.2,0.3875,12.7856245
1,1.1625,0.9375,0.3375,6.30776375
0,1.5,1.2375,0.4625,14.33067225
1,1.3,1,0.3125,8.3631025
0,1.525,1.1875,0.4375,11.5949455
1,1.1125,0.8375,0.275,5.74077375
1,1.3875,1.05,0.35,9.355335
0,0.925,0.7,0.25,3.01922175
1,1.6625,1.325,0.4625,12.927372
1,1.1875,0.875,0.2875,4.86193925
0,1.3375,1.025,0.375,9.7805775
1,1.425,1.2375,0.4,12.813974
0,1.7375,1.45,0.5,19.1359125
1,1.3625,1.025,0.3125,8.34892775
0,1.45,1.1125,0.4,13.891255
1,1.8125,1.5,0.5,19.7596015
0,1.6625,1.2625,0.4,17.42076775
0,1.675,1.25,0.5,16.329312
1,1.4625,1.1875,0.4625,9.82310175
0,1.15,0.9375,0.35,5.443104
1,1.525,1.2375,0.4625,15.195332
1,1,0.8,0.275,3.98310475
1,1.4375,1.1125,0.35,10.90038275
0,1.7375,1.325,0.375,18.07280625
1,1.45,1.15,0.375,15.80484625
0,1.525,1.2125,0.4,15.06775925
1,1.6,1.1875,0.4375,13.79203175
0,1.425,1.0125,0.4,9.76640275
1,1.2875,1.075,0.35,10.4042665
0,1.25,1,0.325,10.489315
1,1.5625,1.3125,0.5375,14.50076925
0,1.3,1,0.3,6.633783
1,1.5625,1.2125,0.4125,14.38737125
0,1.5,1.1625,0.4125,13.1825175
1,1.65,1.3,0.45,14.911837
1,1.6625,1.2875,0.4625,15.86154525
1,1.4875,1.1375,0.35,11.04213025
1,1.425,1.1,0.3,10.829509
0,1.6125,1.275,0.4875,16.68368075
0,1.5125,1.175,0.4,14.10387625
0,1.075,0.875,0.275,4.74854125
0,1.025,0.75,0.25,3.515338
0,1.725,1.35,0.4625,21.89998875
1,1.4,1.075,0.3625,11.04213025
1,1.575,1.2625,0.4875,14.628342
1,1.5625,1.1125,0.4,13.04077
0,1.5625,1.25,0.45,18.2854275
1,1.4875,1.175,0.3875,12.79979925
0,1.5,1.15,0.425,12.927372
1,1.4,1.125,0.4,12.1619355
1,1.375,1.075,0.35,7.27164675
0,1.625,1.3,0.425,17.44911725
0,1.4875,1.1875,0.4,11.566596
0,1.6125,1.25,0.475,14.855138
0,0.95,0.675,0.2375,2.36718325
1,1.25,0.9875,0.375,9.17106325
1,1.1125,0.8125,0.3125,5.06038575
0,1.0375,0.7625,0.25,4.422522
1,1.4,1.1375,0.3125,9.752228
0,1.1875,0.9625,0.3,8.1930055
0,1.3625,1.05,0.3625,10.61688775
0,1.5125,1.1875,0.4375,15.80484625
0,1.15,0.8625,0.3,6.90310325
0,1.7,1.325,0.5125,16.51358375
1,1.6375,1.275,0.4,11.226402
1,1.8,1.4875,0.5625,22.80717275
1,1.3375,1.0625,0.3875,8.561549
0,1.5625,1.25,0.325,16.40018575
0,0.9625,0.75,0.2375,2.50893075
1,1.5,1.1625,0.375,15.46465225
0,1.7,1.35,0.525,23.65765775
1,1.4625,1.175,0.425,11.26892625
0,1.45,1.125,0.375,7.824462
0,1.6875,1.3,0.3625,15.7906715
1,1.4125,1.125,0.4,10.21999475
1,1.5125,1.1625,0.3875,15.5071765
0,1.1375,0.8875,0.3375,5.28718175
1,1.65,1.3375,0.4375,20.1564945
1,1.5,1.25,0.4,14.44407025
1,1.275,1,0.35,13.0124205
0,1.425,1.1375,0.3875,10.16329575
0,1.3375,1.05,0.4,9.865626
0,1.425,1.075,0.3,9.865626
1,1.0125,0.7625,0.2375,4.12485225
1,1.375,1.175,0.375,10.8011595
1,1.3125,1.0125,0.4,7.52679225
0,1.6,1.275,0.425,16.0741665
0,1.425,1.1125,0.4,14.628342
1,1.5625,1.1875,0.4375,13.48018725
0,1.625,1.2875,0.4375,19.1926115
1,1.3125,1.05,0.4,7.78193775
1,1,0.75,0.2875,3.78465825
0,1.475,1.1125,0.35,10.092422
0,1.4,1.05,0.4875,8.57572375
1,1.55,1.275,0.45,16.782904
1,1.2625,0.975,0.325,8.97261675
0,1.625,1.3125,0.4375,19.1359125
1,1.4875,1.125,0.375,16.62698175
1,1.6625,1.25,0.4375,16.8679525
0,1.5,1.15,0.375,15.12445825
1,1.575,1.2375,0.5,18.6823205
0,1.4875,1.1875,0.425,11.8784405
1,1.525,1.15,0.3875,12.06271225
1,1.75,1.3625,0.325,19.06503875
1,0.9625,0.7875,0.275,3.47281375
0,1.375,1.025,0.3125,7.10154975
0,1.0125,0.7625,0.2125,3.24601775
0,1.6125,1.2125,0.5375,15.478827
1,1.425,1.1625,0.45,9.6104805
0,1.1375,0.8625,0.375,4.77689075
0,1.1625,0.875,0.3,5.71242425
1,1.8,1.4125,0.45,23.99785175
1,1.7,1.25,0.4625,21.72989175
1,1.5875,1.2625,0.3875,16.839603
0,1.3125,1,0.425,7.9095105
0,1.55,1.2625,0.4625,19.561155
1,1.525,1.125,0.4,11.736693
0,1.5625,1.175,0.425,13.05494475
0,1.575,1.225,0.3875,15.1669825
1,1.475,1.1625,0.425,13.13999325
0,1.425,1.0875,0.425,10.829509
1,1.375,1.0875,0.35,9.8372765
1,1.425,1.175,0.35,10.9145575
0,1.5875,1.3125,0.5125,15.592225
0,1.3625,1.0625,0.3375,10.5743635
0,1.425,1.05,0.3875,10.6877615
0,1.5875,1.2875,0.4125,14.33067225
1,1.1625,0.875,0.2875,4.43669675
0,1.425,1.0875,0.3125,10.8578585
1,1.4375,1.15,0.4,15.252031
1,1.6625,1.35,0.4875,24.11124975
1,1.1875,0.9,0.3,9.19941275
0,1.3875,1.1,0.3625,11.80756675
1,1.325,1.05,0.3375,7.27164675
0,1.4125,1.1,0.4375,8.788345
0,1.3375,1.05,0.3625,9.355335
0,1.4625,1.2,0.4625,12.303683
0,1.5375,1.15,0.425,13.65028425
0,1.125,0.8,0.25,4.83358975
0,1.5125,1.25,0.4375,13.50853675
0,1.775,1.3875,0.4875,26.80445225
1,1.625,1.2375,0.3875,17.4349425
0,1.3,1,0.3625,9.99319875
1,1.525,1.2375,0.475,13.154168
1,1.0875,0.8,0.3,4.309124
0,1.6125,1.25,0.4375,19.09338825
1,1.425,1.1125,0.3875,7.994559
0,1.4625,1.125,0.4375,13.96212875
1,1.1875,0.9,0.3125,4.80524025
1,1.45,1.15,0.4375,18.427175
1,1.35,1.05,0.325,10.432616
0,1.6,1.4625,0.4875,20.48251375
0,1.5375,1.1875,0.475,20.73765925
1,1.15,0.8875,0.325,5.443104
0,1.0375,0.8625,0.3375,3.628736
1,1.6375,1.275,0.4375,24.13959925
0,1.625,1.25,0.35,17.47746675
1,1.5,1.1875,0.3875,12.5021295
1,1.625,1.3625,0.575,15.88989475
1,1.6,1.25,0.425,14.04717725
0,1.3,1,0.2625,12.79979925
1,1.6875,1.3625,0.4875,19.40523275
1,1.6875,1.3375,0.4625,19.94387325
0,1.7,1.3,0.4375,21.33299875
1,1.3375,1.0375,0.4625,8.901743
0,1.325,1.025,0.35,8.77417025
0,1.575,1.2875,0.4,11.94931425
0,1.2625,0.9875,0.3375,8.164656
1,1.7625,1.3625,0.425,18.24290325
1,1.35,1.05,0.3625,12.23280925
1,1.65,1.2875,0.425,17.4349425
0,1.55,1.175,0.3375,15.06775925
0,1.325,1.0125,0.375,9.979024
0,1.3875,1.1,0.35,11.5382465
1,1.625,1.25,0.425,19.674553
0,1.6375,1.3,0.4125,16.612807
1,1.1375,0.8875,0.3,5.0178615
0,1.925,1.5125,0.4375,22.69377475
1,1.6125,1.225,0.4,13.99047825
0,1.45,1.15,0.325,10.1207715
1,1.45,1.1875,0.3875,12.20445975
0,1.575,1.2,0.4125,17.123098
0,1.4,1.1375,0.3875,9.63883
0,1.25,1,0.3125,9.525432
0,0.9625,0.7125,0.2625,3.44446425
0,1.2375,0.9875,0.3375,8.60407325
0,1.5,1.125,0.3625,12.26115875
0,1.575,1.225,0.375,16.57028275
0,1.45,1.1375,0.375,13.50853675
0,0.875,0.6625,0.225,2.0695135
1,1.7,1.375,0.475,23.31746375
0,1.4,1.0375,0.325,10.47514025
0,1.2625,0.9875,0.3125,8.221355
0,1.3125,1.0375,0.4,7.37087
1,1.25,1.0125,0.375,7.1724235
0,1.4625,1.125,0.45,9.525432
1,1.45,1.125,0.4625,11.18387775
0,1.3,1,0.3125,7.200773
1,1.7625,1.325,0.425,17.349894
0,1.2375,0.9875,0.3,6.350288
0,1.1,0.875,0.275,5.6699
0,1.5125,1.1875,0.45,11.169703
1,1.875,1.375,0.4875,23.530085
1,1.6,1.2375,0.425,13.891255
0,1.425,1.125,0.4,10.56018875
0,1.5375,1.175,0.3625,12.57300325
1,1.425,1.0875,0.35,11.07047975
0,1.65,1.275,0.4125,21.78659075
0,1.15,0.875,0.3125,5.34388075
0,1.5625,1.175,0.45,12.7856245
0,1.2375,0.9875,0.3125,6.73300625
1,1.6375,1.3125,0.475,15.989118
0,1.375,1.0125,0.375,11.679994
1,1.6875,1.3375,0.55,17.50581625
1,1.5875,1.25,0.375,18.41300025
0,1.4875,1.175,0.4125,13.93377925
0,1.525,1.225,0.375,12.0485375
1,1.8,1.475,0.5125,21.98503725
1,1.325,1.075,0.375,9.2135875
1,1.525,1.1875,0.375,14.72756525
0,1.45,1.1625,0.3625,12.48795475
1,1.3375,1.05,0.375,7.89533575
1,1.5875,1.225,0.3875,13.53688625
0,1.4,1.125,0.4,12.246984
1,1.625,1.25,0.475,18.18620425
1,1.4625,1.05,0.3875,12.3887315
1,1.575,1.1875,0.3875,12.813974
0,1.625,1.3,0.475,14.7133905
0,1.3875,1.125,0.3625,11.3398
1,1.5625,1.2375,0.4125,14.3731965
1,1.825,1.375,0.5125,15.35125425
0,1.0625,0.875,0.2625,3.685435
1,1.0875,0.875,0.3,5.443104
1,1.15,0.9375,0.3,5.03203625
0,1.45,1.1125,0.375,12.23280925
1,1.5375,1.25,0.5125,12.60135275
0,1.3125,1,0.35,9.468733
0,1.45,1.15,0.3875,13.2959155
0,1.6125,1.275,0.4125,16.31513725
0,1.2,0.9,0.25,5.499803
1,1.75,1.35,0.5375,18.92329125
1,1.4875,1.1625,0.3875,13.16834275
0,1.3,0.9625,0.35,7.04485075
0,1.3625,1.15,0.4,9.6671795
0,1.425,1.1625,0.3125,10.73028575
1,1.0375,0.7625,0.2625,3.40194
0,1.5625,1.2875,0.425,16.23008875
0,1.2,0.925,0.3375,9.76640275
0,1.6125,1.2125,0.3875,16.76872925
1,1.6125,1.3125,0.425,17.39241825
0,1.4375,1.125,0.4125,14.118051
0,1.7375,1.375,0.4875,20.6100865
0,1.3,1.1625,0.375,12.927372
1,0.925,0.7,0.275,2.67902775
1,1.2375,0.95,0.3,7.52679225
0,0.9,0.675,0.25,2.50893075
0,1.25,1,0.325,7.314171
1,1.1875,0.95,0.3625,4.7343665
0,1.45,1.125,0.4,11.15552825
1,1.5,1.1875,0.3375,16.68368075
1,1.6125,1.3375,0.475,13.267566
1,1.475,1.15,0.3625,12.8423235
0,1.575,1.225,0.4125,16.3009625
1,1.025,0.8,0.2875,4.6776675
0,1.5125,1.1875,0.4,15.57805025
0,1.425,1.0875,0.3625,11.12717875
1,1.55,1.275,0.45,16.839603
1,1.6125,1.3,0.525,17.463292
1,1.85,1.5,0.4875,16.953001
1,1.65,1.2625,0.4625,19.561155
0,1.5625,1.225,0.3,12.927372
0,1.125,0.85,0.325,4.55009475
0,1.1875,0.9375,0.3,7.15824875
1,1.575,1.25,0.45,14.571643
1,1.275,1,0.3125,7.3992195
1,1.0625,0.875,0.25,4.9611625
0,1.1125,0.875,0.3,5.443104
0,1.55,1.2,0.375,17.81766075
0,1.4,1.1,0.4,14.27397325
0,1.475,1.15,0.3625,10.77281
1,1.5875,1.2875,0.475,14.35902175
1,1.2875,1,0.3125,8.12213175
0,1.2875,1.0125,0.3625,6.0951425
0,1.475,1.15,0.325,12.8990225
0,1.55,1.225,0.3875,14.3164975
0,1.55,1.1625,0.475,16.17338975
0,1.1,0.875,0.35,4.8477645
0,1.5625,1.25,0.35,15.43630275
0,1.475,1.175,0.375,11.7083435
0,1.1375,0.875,0.2625,4.46504625
1,1.6125,1.3,0.4375,18.9091165
0,1.5375,1.175,0.4125,12.65805175
1,1.425,1.1,0.475,12.6722265
1,1.4375,1.075,0.3875,9.87980075
0,1.55,1.15,0.4,13.93377925
1,1.6375,1.25,0.55,18.200379
0,1.45,1.125,0.35,9.82310175
1,1.7625,1.3625,0.45,17.22232125
1,1.3,1.0125,0.2875,9.07184
0,1.1375,0.875,0.2625,4.60679375
0,1.4625,1.15,0.3625,13.551061
1,1.3,1,0.3,7.3992195
0,1.1625,0.8875,0.2625,6.4353365
1,1.8,1.4375,0.5375,25.38697725
0,1.7375,1.325,0.475,21.61649375
0,1.55,1.175,0.375,16.6411565
0,1.8,1.4375,0.575,25.04678325
1,1.525,1.2125,0.375,17.08057375
1,1.8,1.4375,0.45,20.751834
1,1.4625,1.1375,0.425,12.06271225
0,1.5,1.175,0.325,11.9918385
0,1.375,0.9625,0.325,9.7238785
0,1.9,1.4375,0.475,19.94387325
1,1.675,1.35,0.4875,20.97863
0,1.875,1.375,0.45,26.705229
1,1.6375,1.1375,0.425,16.5277585
1,1.3125,1,0.3375,9.015141
0,1.725,1.375,0.4875,21.8007655
1,1.175,0.9125,0.3,6.50621025
1,1.525,1.175,0.4,13.96212875
1,1.325,1.05,0.325,9.63883
0,1.1625,0.9,0.325,5.96756975
1,1.5875,1.2375,0.4875,15.762322
0,1,0.775,0.275,3.912231
1,1.4375,1.2,0.375,10.6310625
1,1.55,1.1875,0.4,19.46193175
0,0.95,0.725,0.3,3.33106625
0,1.25,0.975,0.325,7.7961125
1,1.4375,1.125,0.25,12.2186345
1,1.275,0.95,0.325,6.350288
0,1.5,1.1375,0.3875,12.37455675
1,1.85,1.4125,0.5125,27.37144225
0,1.3125,1.0125,0.325,9.25611175
1,1.675,1.2625,0.5125,17.22232125
0,1.1875,0.9,0.35,6.8322295
1,1.4875,1.1875,0.4125,12.587178
0,1.75,1.3625,0.4625,21.262125
0,1.425,1.125,0.3375,15.478827
1,1.225,0.95,0.3875,6.78970525
1,0.975,0.75,0.25,3.04757125
1,1.525,1.075,0.35,12.417081
1,1.175,0.8875,0.25,4.74854125
1,1.825,1.3875,0.45,18.58309725
1,1.175,0.9,0.25,4.63514325
1,1.15,0.875,0.2875,5.74077375
0,1.15,0.95,0.3375,5.8683465
0,1.3625,1.0375,0.35,13.08329425
0,1.5625,1.225,0.4125,14.67086625
0,1.55,1.2375,0.4375,18.2287285
1,1.175,0.9125,0.3,8.221355
1,1.575,1.2375,0.3625,15.46465225
0,1.6125,1.25,0.4375,17.9452335
1,1.4625,1.1375,0.4125,9.7805775
0,1.6125,1.2875,0.4375,19.12173775
1,1.525,1.2125,0.4125,12.06271225
0,1.675,1.3625,0.5,23.6151335
1,1.5875,1.1875,0.375,15.1102835
1,1.6,1.2125,0.4625,19.09338825
0,1.15,0.9375,0.3375,5.273007
1,1.4375,1.15,0.4125,14.13222575
0,1.6125,1.25,0.4375,16.00329275
1,1.3875,1.0875,0.4125,9.525432
1,1.0875,0.875,0.2625,5.499803
1,1.3,0.9875,0.45,4.479221
1,1.6,1.275,0.4125,21.53144525
0,1.3625,1.05,0.3,11.4248485
0,1.35,1.0375,0.425,9.6104805
0,1.3125,1.0375,0.3375,11.169703
0,1.4375,1.125,0.3875,14.0330025
0,1.65,1.325,0.4875,18.44134975
1,1.4375,1.125,0.4,15.762322
0,1.4125,1.1375,0.3875,11.9351395
0,1.375,1.125,0.4375,10.67358675
0,1.0625,0.8125,0.3,4.025629
0,1.5625,1.2875,0.4125,18.9091165
0,1.525,1.175,0.425,14.81261375
0,1.175,0.9,0.3375,4.72019175
0,1.1875,0.9125,0.35,5.726599
1,1.7375,1.375,0.4625,22.8213475
1,1.5125,1.1875,0.4375,17.2648455
0,1.45,1.1125,0.3375,10.70193625
0,1.5125,1.2,0.425,16.499409
0,0.9625,0.7375,0.2375,4.1673765
0,1.45,1.1,0.4375,15.32290475
0,1.75,1.4125,0.4375,23.94115275
1,1.625,1.2375,0.4,16.3576615
0,1.525,1.175,0.375,16.0174675
0,1.275,0.9875,0.3125,6.917278
0,1.7125,1.325,0.425,18.3421265
0,1.8,1.4125,0.3625,19.5895045
0,1.0375,0.75,0.25,4.37999775
0,1.1,0.85,0.2625,3.69960975
1,1.4,1.1125,0.4875,8.6465975
0,1.8625,1.4375,0.5,27.045423
0,1.75,1.3875,0.5,20.695135
0,1.2125,0.9625,0.3125,5.6699
1,1.475,1.2125,0.5125,12.82814875
0,1.4375,1.1375,0.4125,10.67358675
1,1.4,1.0875,0.3125,9.48290775
0,1.375,1.15,0.4375,8.94426725
0,1.525,1.175,0.4,12.7289255
1,1.5,1.1875,0.425,13.90542975
0,1.325,1.025,0.3125,9.808927
1,1.575,1.2,0.4375,14.21727425
1,1.4125,1.1,0.375,12.68640125
1,1.75,1.4,0.4375,24.39474475
1,1.3125,0.975,0.3375,6.42116175
0,1.2625,1,0.375,9.76640275
1,1.3,1.025,0.425,10.58853825
1,1.0625,0.825,0.2875,4.63514325
1,0.9375,0.725,0.2,3.98310475
0,1.45,1.15,0.375,14.75591475
0,1.3625,1.025,0.3625,8.60407325
1,1.775,1.325,0.4875,19.15008725
0,1.5,1.1875,0.4,14.30232275
1,1.5625,1.2875,0.45,14.89766225
1,1.375,1.1,0.3375,12.303683
1,1.25,1.0125,0.35,7.5126175
0,1.55,1.2125,0.4125,14.84096325
1,1.65,1.4125,0.4875,19.617854
1,0.95,0.725,0.2625,2.8066005
0,1.2875,1,0.3125,9.6671795
0,1.325,1.0125,0.3125,7.69688925
1,1.3,1.0125,0.35,7.824462
1,1.3125,1.0375,0.375,6.67630725
1,1.6125,1.2,0.425,14.968536
0,1.5,1.1875,0.475,11.4248485
0,1.55,1.2,0.4,11.679994
0,1.55,1.1875,0.4875,16.82542825
1,1.2,0.95,0.3,7.66853975
1,1.65,1.3125,0.45,22.01338675
0,1.475,1.1625,0.4125,14.64251675
1,1.7375,1.4,0.4625,23.23241525
1,1.125,0.95,0.4125,7.087375
0,1.5,1.1875,0.5125,14.89766225
1,1.675,1.375,0.475,15.37960375
1,1.375,1.1625,0.375,10.13494625
0,0.8875,0.725,0.225,3.798833
0,1.525,1.2,0.4125,17.98775775
0,1.625,1.2375,0.425,17.61921425
0,1.625,1.3,0.4875,19.6462035
0,1.425,1.1,0.3625,10.21999475
1,1.425,1.125,0.425,11.736693
0,1.125,0.8375,0.3125,3.3735905
1,1.4875,1.1375,0.3875,14.55746825
0,1.2625,1,0.3125,7.75358825
1,1.175,0.9375,0.2625,6.577084
1,1.3,1.025,0.3875,8.2497045
0,1.4875,1.2,0.35,11.60912025
1,1.55,1.175,0.35,10.21999475
0,1.425,1.125,0.3875,15.94659375
0,1.575,1.25,0.4625,16.40018575
0,1.75,1.3375,0.4,17.860185
0,1.625,1.2375,0.45,22.69377475
1,1.7125,1.35,0.5375,18.824068
1,1.6375,1.325,0.4125,16.5277585
0,1.3625,1.125,0.4,8.29222875
1,0.925,0.7375,0.25,3.30271675
1,1.6125,1.25,0.5,18.1153305
0,1.6875,1.3625,0.4625,24.834162
1,1.3375,1.05,0.325,8.85921875
0,1.625,1.2375,0.4,16.159215
1,1.425,1.0625,0.325,10.47514025
0,1.175,0.9375,0.3,6.406987
1,1.6,1.225,0.45,18.5122235
0,1.2625,0.9625,0.2625,6.7755305
1,1.0125,0.8125,0.275,4.2807745
1,1.675,1.3,0.475,14.84096325
0,1.575,1.2625,0.4125,12.82814875
1,1.2125,1,0.3875,6.690482
1,1.575,1.2375,0.4125,16.9813505
0,1.625,1.3125,0.4625,16.612807
0,1.2875,1,0.35,8.37727725
1,1.325,1.0375,0.375,6.7188315
0,1.425,1.1375,0.375,11.04213025
0,1.45,1.15,0.3875,19.03668925
1,1.2625,0.95,0.3375,10.2341695
0,1.4125,1.0625,0.25,8.66077225
1,1.325,1.05,0.35,8.23552975
1,1.275,0.975,0.3375,6.5487345
0,1.175,0.95,0.3625,6.76135575
0,1.3875,1.1,0.3375,10.78698475
1,1.4625,1.0375,0.3875,8.50485
0,1.8375,1.425,0.4375,25.78387025
0,1.2,0.9125,0.325,6.81805475
0,0.875,0.6625,0.275,3.86970675
1,1.7,1.4,0.4875,24.4089195
1,1.45,1.1,0.4375,11.35397475
1,1.525,1.175,0.4875,13.2959155
0,1.7,1.325,0.45,21.64484325
1,1.1625,0.975,0.275,5.14543425
0,1.275,0.9875,0.3625,6.123492
1,1.4625,1.2125,0.375,11.75086775
1,1.6375,1.2625,0.4375,17.59086475
1,1.2875,1.0375,0.325,7.824462
0,1.575,1.2625,0.375,17.93105875
0,1.4,1.0625,0.3375,9.25611175
1,1.4,1.1125,0.3875,15.77649675
0,1,0.8,0.2375,3.78465825
0,0.9875,0.7625,0.2625,2.76407625
0,1.5,1.1625,0.3875,14.514944
0,1.5,1.2375,0.4375,17.56251525
0,1.45,1.225,0.325,16.612807
0,1.35,1.0875,0.45,10.87203325
0,1.4125,1.0625,0.4,9.90815025
0,1.3625,1.1,0.4125,8.15048125
0,1.1625,0.9,0.2625,4.876114
0,1.3875,1.025,0.3125,6.64795775
1,1.375,1.0625,0.35,13.87708025
